name,x_coordinate,y_coordinate,xy_type,uprn,statusdetail,status,sizecategory,primarytechnology
Meikleour Estate biomass district heating,315751,739685,Postcode Centroid,124066127,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Bamff Estate,322166.24,751462.92,From UPRN,124069254,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Lerwick,446412,1142932,From UPRN,30100006383,Operational - extension potential,Actual,Large (1MW+),Energy from Waste
Mid Yell,451076.3,1191413.6,From UPRN,10015425432,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Touch Business Centre,275338,692749,From UPRN,122046050,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Seagreen Bravo,511436,746346,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Wind
Aboyne Academy,351879.6,798548.8,From UPRN,151085007,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Hill of Banchory Business Park + homes (biomass phase),371576,796983,Postcode Centroid,151703221,Operational - extension potential,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Dundee University,339761,729900,From UPRN,9059079496,Operational - extension potential,Actual,Large (1MW+),CHP 2
Banff Academy,368286.8,863713.9,From UPRN,151085115,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Drummuir Home Farms,337275,844394,From UPRN,133047199,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Duncan Taylor & Co Ltd,368132,807687,From UPRN,151140223,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
"Netherdale House, Turriff",365198,848385,From UPRN,151115078,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
"Birkhall House, Ballater",337136,795679,Postcode Centroid,151550477,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Dalfling Farm,369609,819547,From UPRN,151113672,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
"Woodend Barn, Banchory",372020,797017,From UPRN,151116944,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Dog Hole,408000,787000,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Deeside Activity Park,356764,801507,From UPRN,151110716,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Servite Housing Association gas district heating,339587,733345,From UPRN,9059005321,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
The Old School District Heating,380245,775282,From UPRN,151105992,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Haddo Estate I,385123,837115,From UPRN,151109445,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Haddo Estate II,387532,832404,From UPRN,151111479,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Haddo Estate III,387406,835931,From UPRN,151602046,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Pantoch Cottages Biomass,371537.35,796405.37,From UPRN,151103835,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Grampian Housing Association,388647.1,819677.2,From UPRN,151023843,Operational - completed,Actual,Micro (<=45kW),CHP 2
"Southesk Settlement Trustees, Kinnaird Castle",364428,757351,Postcode Centroid,117120817,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Seggieden Development Phase 1,347126,744196,From UPRN,117079703,Operational - extension ongoing,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Kinblethmont House,363873,747051,From UPRN,117106739,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Padanaram Community,342743,751518,Postcode Centroid,117105696,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Kings Buildings,326425,670505,From UPRN,906370719,Operational - completed,Actual,Large (1MW+),CHP 2
WHHA Glencruitten,186076,729635,From UPRN,125025665,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
WHHA Glenshellach,185329.54,728265.48,From UPRN,125079826,Operational - extension being developed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Whitegates District Heating Scheme,186439,687446,From UPRN,125003270,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
"Auch District Heating Scheme, Bridge of Orchy",232402.89,735431.99,From UPRN,125066455,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Ardtornish House,170464,747322,From UPRN,130093456,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Portsonachan Hotel,204808,720819,From UPRN,125065780,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Treshnish Farm,135268,748612,Postcode Centroid,125063904,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Brockholes Wind Cluster,382080,663751,From Data Source,,Operational,Actual,Large (1MW+),Wind
Seafield Farm Cottages,177906,687747,From UPRN,125051274,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Mull and Iona Progressive Care Centre,171332,738048,From UPRN,125023244,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Gelston Castle,277421,558163,Postcode Centroid,137079163,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Pollok Halls,326998,672421,From UPRN,906422719,Operational - completed,Actual,Large (1MW+),CHP 2
Holy Family Primary School,264882,672787,From UPRN,132018210,Operational - completed,Actual,Micro (<=45kW),CHP 2
Findhorn Foundation District Heating,305054,863587,From UPRN,133056306,In development - proposal stage,Potential,Small to medium (>45kW and <1MW),Heat Only Boiler
Findhorn Foundation,304710,858744,From UPRN,133001011,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Kirkwall,345641,1010515.3,From UPRN,134017599,Operational - completed,Actual,Micro (<=45kW),Ground Source Heat Pump
Barochan Estate,241485.52,668623.18,From UPRN,123014190,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Kilbraur Windfarm Farlary - Extension,283124,902064,From Data Source,,Operational,Actual,Large (1MW+),Wind
Calside Court,248225,662815,Postcode Centroid,123090608,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Union Court District Heating Scheme,248163,662925,From UPRN,123073424,In development - proposal stage,Potential,Small to medium (>45kW and <1MW),Heat Only Boiler
Arnott Gardens sheltered housing,244196,664340,Postcode Centroid,93947,Operational - completed,Actual,Micro (<=45kW),Heat Only Boiler
Douglas & Angus Estates Biomass I,284774,631405,From UPRN,484107956,Operational - completed,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Larkfield Industrial Estate,223218.7,675924.8,From Data Source,10025423118,Potential,Potential,Unknown,Cooling Towers
Glenburgie Distillery,309416,860077,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Roseisle Distillery,312440.7,865178,From Data Source,10025315930,Potential,Potential,Unknown,Cooling Towers
Tomintoul-Glenlivet Distillery,314964.5,825434.8,From Data Source,10015406440,Potential,Potential,Unknown,Cooling Towers
Miltonduff Distillery,318317,860142,From Data Source,,Potential,Potential,Unknown,Cooling Towers
The Glenlivet Distillery,319464.8,828617.7,From Data Source,10015470210,Potential,Potential,Unknown,Cooling Towers
Tamnavoulin Distillery,321112.9,826074.2,From Data Source,10025435897,Potential,Potential,Unknown,Cooling Towers
Glenlossie Distillery,321247,857284,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Dailuaine Distillery,321930.8,841298.3,From Data Source,10015303250,Potential,Potential,Unknown,Cooling Towers
Linkwood Distillery,323211,861313,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Longmorn Distillery,323435,858318,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Fogwatt,323738,857296,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Benrinnes Distillery,325810,839715,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Glenallachie Distillery,326586.2,841042.8,From Data Source,10025407119,Potential,Potential,Unknown,Cooling Towers
Allt a' Bhainne Distillery,327396.4,834357.1,From Data Source,10024862186,Potential,Potential,Unknown,Cooling Towers
Glen Grant Distillery,327551,849530,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Glenrothes Distillery,327623.8,849146.5,From Data Source,10015426377,Potential,Potential,Unknown,Cooling Towers
North Street,327784.2,849892.7,From Data Source,10015333035,Potential,Potential,Unknown,Cooling Towers
Caperdonich Distillery,327851,849479,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Craigellachie Distillery,328053.6,843473.6,From Data Source,10024862187,Potential,Potential,Unknown,Cooling Towers
Braeval Distillery,329438.4,821238.6,From Data Source,10025436523,Potential,Potential,Unknown,Cooling Towers
Auchroisk Distillery,333211,851363,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Glentauchers Distillery,337246,849873,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Aultmore Distillery,340134.4,853493.2,From Data Source,10015442409,Potential,Potential,Unknown,Cooling Towers
Great Western Road,341033,865190,From Data Source,133023331,Potential,Potential,Unknown,Cooling Towers
Loch Broom,300884,757909,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Dalgarno Croft,373109,821437,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Liniclate Wind Farm,78491,849936,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Baugh,101500,744500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Tiree,103520,748640,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Bunavoneader Hydro Scheme,110007,906325,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Islay Wave Energy Plant,116500,652500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wave Power
Isle of Coll Wind Turbine,120837,761062,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Balmara,122450,756850,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Waternish Water Treatment Works Wind Turbines,127230,856426,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Lochview House Wind Turbines,128212,841558,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Vatten Wind Turbines,128681,843387,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Ardfenaig Farm,134725,723238,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Glenegadale Wind Turbine,135918,652178,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
24 - 25 BORNISKETAIG Wind Turbine,138206,870157,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
South Cuidrach Wind Turbine,139197,858744,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Western Isles Integrated Waste Management Facility (Waste AD),139255,934285,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Beinn Bheag Wind Turbine,139835,859265,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Rock Cottage Solar,140367,799759,From Data Source,,Under Construction,Actual,Micro (<=45kW),Photovoltaic
Allt a'Mhuilinn Hydro,140567,744921,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Isle of Muck,141224,779754,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
FMC Technologies,310010,685787,From Data Source,,Operational,Actual,Large (1MW+),Wind
Lo'n Airigh-uige Burn,141637,863806,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Scottish Water WWTW (Isle of Lewis),141875,934153,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
2 Glenuachdarach,142620,858568,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Galson Estate Turbine,143763,958720,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Isle of Eigg - Hydro,146100,786260,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Isle of Eigg - PV,146100,786260,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Isle of Eigg - Wind,146100,786260,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Clay Pigeon Shooting Range,146549,844211,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Isle Of Eigg Solar,148032,784957,From Data Source,,Under Construction,Actual,Micro (<=45kW),Photovoltaic
Sgriob Ruadh Farm Wind Turbine,149233,750101,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Boyndie Airfield Extension,361206,863606,From Data Source,,Operational,Actual,Large (1MW+),Wind
Forest Estate,153100,670100,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Elgol Water Treatment Works Wind Turbines,153174,815181,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
North Tolsta,153645,947679,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Ardnacross Hydro,155533,747453,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Waste Water Treatment Works Site Isle Of Raasay Widn Turbines,155944,839684,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Tigh An Eas,158623,809928,From Data Source,,Under Construction,Actual,Micro (<=45kW),Photovoltaic
Tarbert Lodge Wind Turbines,161170,682880,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Abahainn Shalachain Hydro (Fiunary),161568,747087,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Gigha Turbine #4,163756,647054,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Teange Water Treatment Works Wind Turbines,165897,809379,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
ALLT DUISDALE HYDRO SCHEME,168280,812760,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Sunart House,168474,761633,From Data Source,,In Planning,Potential,Micro (<=45kW),Hydro
Glencraigs Farm,169520,623267,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Killean Estate,169756,644597,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
10 Moy,170204,620349,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Achranich hydro,170595,747285,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Ardtornish Hydro Scheme,170900,747200,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Applecross Village Micro-Hydro,171330,844277,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
